"Topic","CollectionNumber","Year","Paper","OriginalQuestion","Occurrence","Type","SecondaryTopics","Reason","Id"
"导数","17","2017","全国I卷-文科","14","1","fill_blank","","利用导数求切线方程，属于导数。","2017-全国I卷-文科::14::occ1"
"导数","18","2017","全国I卷-文科","21","1","solution","","讨论函数单调性及恒成立问题，核心方法是导数。","2017-全国I卷-文科::21::occ1"
"导数","19","2018","全国III卷-理科","14","1","fill_blank","","利用导数求切线斜率，属于导数。","2018-全国III卷-理科::14::occ1"
"导数","20","2018","全国III卷-理科","21","1","solution","","主要任务是利用导数研究函数单调性、极值点，核心方法是导数。","2018-全国III卷-理科::21::occ1"
"导数","21","2018","全国III卷-文科","21","1","solution","","核心是导数求切线及证明不等式。","2018-全国III卷-文科::21::occ1"
"导数","22","2018","全国II卷-理科","13","1","fill_blank","","核心是导数求切线方程。","2018-全国II卷-理科::13::occ1"
"导数","23","2018","全国II卷-理科","21","1","solution","","核心是导数证明不等式及零点问题。","2018-全国II卷-理科::21::occ1"
"导数","24","2018","全国II卷-文科","13","1","fill_blank","","核心是导数求切线方程。","2018-全国II卷-文科::13::occ1"
"导数","25","2018","全国II卷-文科","21","1","solution","","核心是导数求单调区间及证明零点唯一性。","2018-全国II卷-文科::21::occ1"
"导数","26","2018","全国I卷-理科","5","1","single_choice","","核心是导数求切线方程，涉及奇函数条件。","2018-全国I卷-理科::5::occ1"
"导数","27","2018","全国I卷-理科","21","1","solution","","核心是导数讨论单调性及极值点偏移证明。","2018-全国I卷-理科::21::occ1"
"导数","28","2018","全国I卷-文科","6","1","single_choice","","利用导数求切线方程，核心是导数。","2018-全国I卷-文科::6::occ1"
"导数","29","2018","全国I卷-文科","21","1","solution","","利用导数研究极值、单调性与不等式证明，核心是导数。","2018-全国I卷-文科::21::occ1"
"导数","30","2019","全国III卷-理科","6","1","single_choice","","利用导数求切线方程，核心是导数。","2019-全国III卷-理科::6::occ1"
"导数","31","2019","全国III卷-理科","20","1","solution","","利用导数研究函数单调性与最值，核心是导数。","2019-全国III卷-理科::20::occ1"
"导数","32","2019","全国III卷-文科","7","1","single_choice","","利用导数求切线方程，核心是导数。","2019-全国III卷-文科::7::occ1"
"导数","33","2019","全国III卷-文科","20","1","solution","","利用导数研究函数单调性与最值，核心是导数。","2019-全国III卷-文科::20::occ1"
"导数","34","2019","全国II卷-理科","20","1","solution","","讨论单调性、证明零点及切线问题，主要方法为导数。","2019-全国II卷-理科::20::occ1"
"导数","35","2019","全国II卷-文科","10","1","single_choice","","求切线方程，核心是导数运算。","2019-全国II卷-文科::10::occ1"
"导数","36","2019","全国II卷-文科","21","1","solution","","讨论极值点和零点，主要方法为导数。","2019-全国II卷-文科::21::occ1"
"导数","37","2019","全国I卷-理科","13","1","fill_blank","","求切线方程，核心是导数运算。","2019-全国I卷-理科::13::occ1"
"导数","38","2019","全国I卷-理科","20","1","solution","","导数证明极值点和零点，主要方法为导数。","2019-全国I卷-理科::20::occ1"
"导数","39","2019","全国I卷-文科","13","1","fill_blank","","求切线方程，核心是导数运算。","2019-全国I卷-文科::13::occ1"
"导数","40","2019","全国I卷-文科","20","1","solution","","证明导数零点及求参数范围，主要方法为导数。","2019-全国I卷-文科::20::occ1"
"导数","41","2020","全国III卷-理科","21","1","solution","","利用导数求参数，证明零点范围，核心是导数应用。","2020-全国III卷-理科::21::occ1"
"导数","42","2020","全国III卷-文科","15","1","fill_blank","","利用导数求参数，核心是导数运算。","2020-全国III卷-文科::15::occ1"
"导数","43","2020","全国III卷-文科","20","1","solution","","讨论函数单调性及零点个数，核心是导数。","2020-全国III卷-文科::20::occ1"
"导数","44","2020","全国II卷-理科","21","1","solution","三角函数","讨论函数单调性、证明不等式，核心是导数应用。","2020-全国II卷-理科::21::occ1"
"导数","45","2020","全国II卷-文科","21","1","solution","","核心是导数研究不等式恒成立和函数单调性。","2020-全国II卷-文科::21::occ1"
"导数","46","2020","全国I卷-理科","6","1","single_choice","","核心是导数求切线方程。","2020-全国I卷-理科::6::occ1"
"导数","47","2020","全国I卷-理科","21","1","solution","","核心是导数研究函数单调性和不等式恒成立。","2020-全国I卷-理科::21::occ1"
"导数","48","2020","全国I卷-文科","15","1","fill_blank","","核心是导数求切线方程。","2020-全国I卷-文科::15::occ1"
"导数","49","2020","全国I卷-文科","20","1","solution","","核心是导数研究函数单调性和零点。","2020-全国I卷-文科::20::occ1"
"导数","50","2021","北京卷","19","1","solution","","核心是导数求切线、极值、单调区间和最值。","2021-北京卷::19::occ1"
"导数","51","2021","全国甲卷-理科","13","1","fill_blank","","求曲线在某点处的切线方程，属于导数。","2021-全国甲卷-理科::13::occ1"
"导数","52","2021","全国甲卷-理科","21","1","solution","","主要利用导数研究函数单调性、极值及交点个数，核心方法是导数。","2021-全国甲卷-理科::21::occ1"
"导数","53","2021","全国甲卷-文科","20","1","solution","","利用导数讨论单调性、图象与x轴无交点求参数范围，核心是导数。","2021-全国甲卷-文科::20::occ1"
"导数","54","2021","全国乙卷-理科","10","1","single_choice","","利用导数研究函数极值点，核心是导数。","2021-全国乙卷-理科::10::occ1"
"导数","55","2021","全国乙卷-理科","20","1","solution","","利用导数研究极值点，证明不等式，核心是导数。","2021-全国乙卷-理科::20::occ1"
"导数","56","2021","全国乙卷-文科","12","1","single_choice","","利用导数研究函数极值点，核心是导数。","2021-全国乙卷-文科::12::occ1"
"导数","57","2021","全国乙卷-文科","21","1","solution","","导数讨论单调性、求切线，主类为导数。","2021-全国乙卷-文科::21::occ1"
"导数","58","2021","天津卷","20","1","solution","","导数求切线、极值、恒成立问题，主类为导数。","2021-天津卷::20::occ1"
"导数","59","2021","新高考II卷","16","1","fill_blank","","核心是导数几何意义（切线）及函数性质，属于导数应用问题。","2021-新高考II卷::16::occ1"
"导数","60","2021","新高考II卷","22","1","solution","","核心是导数研究函数单调性与零点，属于导数综合问题。","2021-新高考II卷::22::occ1"
"导数","61","2021","新高考I卷","7","1","single_choice","","核心是导数几何意义（切线）与函数零点，属于导数应用问题。","2021-新高考I卷::7::occ1"
"导数","62","2021","新高考I卷","22","1","solution","","核心是导数研究函数单调性与不等式证明，属于导数综合问题。","2021-新高考I卷::22::occ1"
"导数","63","2021","浙江卷","22","1","solution","","核心是导数研究函数单调性、零点及不等式证明，属于导数综合问题。","2021-浙江卷::22::occ1"
"导数","64","2022","北京卷","20","1","solution","","核心是导数求切线、单调性及不等式证明，属于导数综合问题。","2022-北京卷::20::occ1"
"导数","65","2022","全国甲卷-理科","6","1","single_choice","","导数求极值","2022-全国甲卷-理科::6::occ1"
"导数","66","2022","全国甲卷-理科","21","1","solution","","导数恒成立和零点","2022-全国甲卷-理科::21::occ1"
"导数","67","2022","全国甲卷-文科","8","1","single_choice","","导数求极值","2022-全国甲卷-文科::8::occ1"
"导数","68","2022","全国甲卷-文科","20","1","solution","","导数求切线及参数范围","2022-全国甲卷-文科::20::occ1"
"导数","69","2022","全国乙卷-理科","16","1","fill_blank","","导数极值点参数范围","2022-全国乙卷-理科::16::occ1"
"导数","70","2022","全国乙卷-理科","21","1","solution","","导数求切线及零点问题","2022-全国乙卷-理科::21::occ1"
"导数","71","2022","全国乙卷-文科","11","1","single_choice","","利用导数求函数最值","2022-全国乙卷-文科::11::occ1"
"导数","72","2022","全国乙卷-文科","20","1","solution","","函数最值、零点问题，核心是导数应用。","2022-全国乙卷-文科::20::occ1"
"导数","73","2022","天津卷","20","1","solution","","求切线、参数范围、不等式证明，核心是导数应用。","2022-天津卷::20::occ1"
"导数","74","2022","新高考II卷","14","1","fill_blank","","求曲线过原点的切线方程，核心是导数几何意义。","2022-新高考II卷::14::occ1"
"导数","75","2022","新高考II卷","22","1","solution","","函数单调性、参数范围、不等式证明，核心是导数。","2022-新高考II卷::22::occ1"
"导数","76","2022","新高考I卷","15","1","fill_blank","","利用导数求切线，核心是导数几何意义。","2022-新高考I卷::15::occ1"
"导数","77","2022","新高考I卷","22","1","solution","","函数最值、零点、等差数列，核心是导数。","2022-新高考I卷::22::occ1"
"导数","78","2022","浙江卷","22","1","solution","","函数单调区间和切线问题，核心是导数。","2022-浙江卷::22::occ1"
"导数","79","2023","北京卷","20","1","solution","","切线、单调区间、极值点个数，核心是导数。","2023-北京卷::20::occ1"
"导数","80","2023","全国甲卷-理科","21","1","solution","","含参函数单调性讨论和恒成立问题，核心是导数。","2023-全国甲卷-理科::21::occ1"
"导数","81","2023","全国甲卷-文科","8","1","single_choice","","求曲线切线方程，核心是导数。","2023-全国甲卷-文科::8::occ1"
"导数","82","2023","全国甲卷-文科","20","1","solution","","含三角函数的函数单调性和不等式恒成立，核心是导数。","2023-全国甲卷-文科::20::occ1"
"导数","83","2023","全国乙卷-理科","21","1","solution","","切线、对称性和极值问题，核心是导数。","2023-全国乙卷-理科::21::occ1"
"导数","84","2023","全国乙卷-文科","20","1","solution","","切线方程和单调性求参数，核心是导数。","2023-全国乙卷-文科::20::occ1"
"导数","85","2023","上海卷","21","1","solution","数列","核心是切线方程、数列递推、等差判断，涉及导数，主类为导数。","2023-上海卷::21::occ1"
"导数","86","2023","天津卷","20","1","solution","数列","核心是利用导数证明不等式，最后一问涉及数列求和，但主类为导数。","2023-天津卷::20::occ1"
"导数","87","2023","新高考II卷","6","1","single_choice","","核心是利用导数研究函数单调性求参数范围，属于导数。","2023-新高考II卷::6::occ1"
"导数","88","2023","新高考II卷","11","1","multiple_choice","","核心是利用导数研究函数极值，属于导数。","2023-新高考II卷::11::occ1"
"导数","89","2023","新高考II卷","22","1","solution","三角函数","核心是利用导数研究函数极值，涉及三角函数，但主类为导数。","2023-新高考II卷::22::occ1"
"导数","90","2023","新高考I卷","19","1","solution","","核心是利用导数讨论单调性、证明不等式，属于导数。","2023-新高考I卷::19::occ1"
"导数","91","2024","北京卷","20","1","solution","","题目涉及切线、单调区间、面积问题，主要使用导数。","2024-北京卷::20::occ1"
"导数","92","2024","全国甲卷-理科","6","1","single_choice","","题目涉及切线方程与三角形面积，核心是导数几何意义。","2024-全国甲卷-理科::6::occ1"
"导数","93","2024","全国甲卷-理科","21","1","solution","","题目求极值和恒成立问题，主要使用导数方法。","2024-全国甲卷-理科::21::occ1"
"导数","94","2024","全国甲卷-文科","7","1","single_choice","","题目涉及切线方程与面积，核心是导数几何意义。","2024-全国甲卷-文科::7::occ1"
"导数","95","2024","全国甲卷-文科","17","1","solution","","题目求单调区间和证明不等式，主要使用导数方法。","2024-全国甲卷-文科::17::occ1"
"导数","96","2024","上海卷","21","1","solution","","题目涉及函数最近点、切线垂直、单调性，核心是导数应用。","2024-上海卷::21::occ1"
"导数","97","2024","天津卷","20","1","solution","","主要任务是求切线、恒成立求参数范围、不等式证明，均以导数方法为核心","2024-天津卷::20::occ1"
"导数","98","2024","新高考II卷","16","1","solution","","主要任务是求切线、讨论极值及参数范围，以导数方法为核心","2024-新高考II卷::16::occ1"
"导数","99","2024","新高考I卷","13","1","fill_blank","","核心是切线问题，利用导数求参数","2024-新高考I卷::13::occ1"
"导数","100","2024","新高考I卷","18","1","solution","","主要任务是求导、恒成立、对称性证明，以导数方法为核心","2024-新高考I卷::18::occ1"
"导数","101","2025","全国II卷","18","1","solution","","主要任务是证明极值点、零点、单调性及比较大小，以导数方法为核心","2025-全国II卷::18::occ1"
"导数","102","2025","全国I卷","12","1","fill_blank","","利用导数求切线参数，属于导数几何意义。","2025-全国I卷::12::occ1"
"导数","103","2025","上海卷","19","1","solution","","函数含对数，求不等式解集和极大值，核心是导数应用。","2025-上海卷::19::occ1"
"导数","104","2025","天津卷","20","1","solution","","函数含对数，求切线、零点问题，核心是导数应用。","2025-天津卷::20::occ1"
