"Topic","CollectionNumber","Year","Paper","OriginalQuestion","Occurrence","Type","SecondaryTopics","Reason","Id"
"集合与逻辑","15","2018","全国II卷-理科","2","1","single_choice","","核心是集合元素个数，涉及整数点集。","2018-全国II卷-理科::2::occ1"
"集合与逻辑","16","2018","全国II卷-文科","2","1","single_choice","","核心是集合交集运算。","2018-全国II卷-文科::2::occ1"
"集合与逻辑","17","2018","全国I卷-理科","2","1","single_choice","","核心是集合补集运算。","2018-全国I卷-理科::2::occ1"
"集合与逻辑","18","2018","全国I卷-文科","1","1","single_choice","","核心是集合交集运算。","2018-全国I卷-文科::1::occ1"
"集合与逻辑","19","2019","全国III卷-理科","1","1","single_choice","","集合交集运算，属于集合与逻辑。","2019-全国III卷-理科::1::occ1"
"集合与逻辑","20","2019","全国III卷-文科","1","1","single_choice","","集合交集运算，属于集合与逻辑。","2019-全国III卷-文科::1::occ1"
"集合与逻辑","21","2019","全国III卷-文科","11","1","single_choice","一元二次函数、方程和不等式","线性规划区域与逻辑命题判断，主类为逻辑，次类为不等式。","2019-全国III卷-文科::11::occ1"
"集合与逻辑","22","2019","全国II卷-理科","1","1","single_choice","","集合的交集运算，属于集合与逻辑。","2019-全国II卷-理科::1::occ1"
"集合与逻辑","23","2019","全国II卷-文科","1","1","single_choice","","集合交集运算，核心是集合。","2019-全国II卷-文科::1::occ1"
"集合与逻辑","24","2019","全国II卷-文科","5","1","single_choice","","逻辑推理与命题判断，属于逻辑。","2019-全国II卷-文科::5::occ1"
"集合与逻辑","25","2019","全国I卷-理科","1","1","single_choice","","集合交集运算，核心是集合。","2019-全国I卷-理科::1::occ1"
"集合与逻辑","26","2019","全国I卷-文科","2","1","single_choice","","集合补集与交集运算，核心是集合。","2019-全国I卷-文科::2::occ1"
"集合与逻辑","27","2020","全国III卷-理科","1","1","single_choice","","集合交集元素个数，核心是集合运算。","2020-全国III卷-理科::1::occ1"
"集合与逻辑","28","2020","全国III卷-文科","1","1","single_choice","","集合交集运算。","2020-全国III卷-文科::1::occ1"
"集合与逻辑","29","2020","全国II卷-理科","1","1","single_choice","","集合补集与并集运算。","2020-全国II卷-理科::1::occ1"
"集合与逻辑","30","2020","全国II卷-理科","16","1","fill_blank","立体几何","主专题为命题逻辑判断，涉及立体几何命题。","2020-全国II卷-理科::16::occ1"
"集合与逻辑","31","2020","全国II卷-文科","1","1","single_choice","","集合交集运算。","2020-全国II卷-文科::1::occ1"
"集合与逻辑","32","2020","全国II卷-文科","16","1","fill_blank","立体几何","核心是命题真假的判断，涉及立体几何。","2020-全国II卷-文科::16::occ1"
"集合与逻辑","33","2020","全国I卷-理科","2","1","single_choice","一元二次函数、方程和不等式","核心是集合交集运算，涉及一元二次不等式。","2020-全国I卷-理科::2::occ1"
"集合与逻辑","34","2020","全国I卷-文科","1","1","single_choice","","核心是集合交集运算。","2020-全国I卷-文科::1::occ1"
"集合与逻辑","35","2021","北京卷","1","1","single_choice","","核心是集合的并集运算。","2021-北京卷::1::occ1"
"集合与逻辑","36","2021","北京卷","3","1","single_choice","函数","核心是充分必要条件判断，涉及函数单调性。","2021-北京卷::3::occ1"
"集合与逻辑","37","2021","全国甲卷-理科","1","1","single_choice","","核心是集合交集运算。","2021-全国甲卷-理科::1::occ1"
"集合与逻辑","38","2021","全国甲卷-文科","1","1","single_choice","","集合交集运算，属于集合与逻辑。","2021-全国甲卷-文科::1::occ1"
"集合与逻辑","39","2021","全国乙卷-理科","2","1","single_choice","","集合交集运算，属于集合与逻辑。","2021-全国乙卷-理科::2::occ1"
"集合与逻辑","40","2021","全国乙卷-理科","3","1","single_choice","","判断含有量词的命题真假及逻辑联结词，属于集合与逻辑。","2021-全国乙卷-理科::3::occ1"
"集合与逻辑","41","2021","全国乙卷-文科","1","1","single_choice","","集合补集和并集运算，属于集合与逻辑。","2021-全国乙卷-文科::1::occ1"
"集合与逻辑","42","2021","全国乙卷-文科","3","1","single_choice","","判断含有量词的命题真假及逻辑联结词，属于集合与逻辑。","2021-全国乙卷-文科::3::occ1"
"集合与逻辑","43","2021","上海春季卷","14","1","single_choice","","集合关系判断，主类为集合与逻辑。","2021-上海春季卷::14::occ1"
"集合与逻辑","44","2021","上海卷","2","1","fill_blank","","集合交集运算，主类为集合与逻辑。","2021-上海卷::2::occ1"
"集合与逻辑","45","2021","天津卷","1","1","single_choice","","集合交并运算，主类为集合与逻辑。","2021-天津卷::1::occ1"
"集合与逻辑","46","2021","天津卷","2","1","single_choice","","充分必要条件判断，主类为集合与逻辑。","2021-天津卷::2::occ1"
"集合与逻辑","47","2021","新高考II卷","2","1","single_choice","","集合交集与补集运算，主类为集合与逻辑。","2021-新高考II卷::2::occ1"
"集合与逻辑","48","2021","新高考I卷","1","1","single_choice","","核心是集合交集运算，属于集合问题。","2021-新高考I卷::1::occ1"
"集合与逻辑","49","2021","浙江卷","1","1","single_choice","","核心是集合交集运算，属于集合问题。","2021-浙江卷::1::occ1"
"集合与逻辑","50","2021","浙江卷","3","1","single_choice","","核心是充分必要条件判断，涉及向量运算，属于逻辑问题。","2021-浙江卷::3::occ1"
"集合与逻辑","51","2022","北京卷","1","1","single_choice","","核心是集合补集运算，属于集合问题。","2022-北京卷::1::occ1"
"集合与逻辑","52","2022","北京卷","6","1","single_choice","","核心是充分必要条件判断，涉及数列单调性，属于逻辑问题。","2022-北京卷::6::occ1"
"集合与逻辑","53","2022","全国甲卷-理科","3","1","single_choice","","集合补集和并集","2022-全国甲卷-理科::3::occ1"
"集合与逻辑","54","2022","全国甲卷-文科","1","1","single_choice","","集合交集运算","2022-全国甲卷-文科::1::occ1"
"集合与逻辑","55","2022","全国乙卷-理科","1","1","single_choice","","集合补集","2022-全国乙卷-理科::1::occ1"
"集合与逻辑","56","2022","全国乙卷-文科","1","1","single_choice","","集合交集","2022-全国乙卷-文科::1::occ1"
"集合与逻辑","57","2022","上海卷","1","2","single_choice","","集合交集运算。","2022-上海卷::1::occ2"
"集合与逻辑","58","2022","天津卷","1","1","single_choice","","集合的交集、补集运算。","2022-天津卷::1::occ1"
"集合与逻辑","59","2022","天津卷","2","1","single_choice","","充分必要条件判断。","2022-天津卷::2::occ1"
"集合与逻辑","60","2022","新高考II卷","1","1","single_choice","","集合交集运算。","2022-新高考II卷::1::occ1"
"集合与逻辑","61","2022","新高考I卷","1","1","single_choice","","集合交集运算。","2022-新高考I卷::1::occ1"
"集合与逻辑","62","2022","浙江卷","1","1","single_choice","","集合的并集运算，主类为集合与逻辑。","2022-浙江卷::1::occ1"
"集合与逻辑","63","2022","浙江卷","4","1","single_choice","","充分必要条件判断，主类为集合与逻辑。","2022-浙江卷::4::occ1"
"集合与逻辑","64","2023","北京卷","1","1","single_choice","","集合交集运算，主类为集合与逻辑。","2023-北京卷::1::occ1"
"集合与逻辑","65","2023","北京卷","8","1","single_choice","","充分必要条件判断，主类为集合与逻辑。","2023-北京卷::8::occ1"
"集合与逻辑","66","2023","全国甲卷-理科","1","1","single_choice","","集合的补集运算，主类为集合与逻辑。","2023-全国甲卷-理科::1::occ1"
"集合与逻辑","67","2023","全国甲卷-理科","7","1","single_choice","","充分必要条件判断，主类为集合与逻辑。","2023-全国甲卷-理科::7::occ1"
"集合与逻辑","68","2023","全国甲卷-文科","1","1","single_choice","","集合运算，核心是集合。","2023-全国甲卷-文科::1::occ1"
"集合与逻辑","69","2023","全国乙卷-理科","2","1","single_choice","","集合运算，核心是集合。","2023-全国乙卷-理科::2::occ1"
"集合与逻辑","70","2023","全国乙卷-文科","2","1","single_choice","","集合运算，核心是集合。","2023-全国乙卷-文科::2::occ1"
"集合与逻辑","71","2023","天津卷","1","1","single_choice","","核心是集合的补集与并集运算，属于集合与逻辑。","2023-天津卷::1::occ1"
"集合与逻辑","72","2023","天津卷","2","1","single_choice","","核心是充分必要条件判断，属于逻辑。","2023-天津卷::2::occ1"
"集合与逻辑","73","2023","新高考II卷","2","1","single_choice","","核心是集合包含关系求参数，属于集合与逻辑。","2023-新高考II卷::2::occ1"
"集合与逻辑","74","2023","新高考I卷","1","1","single_choice","","核心是集合交集运算，属于集合与逻辑。","2023-新高考I卷::1::occ1"
"集合与逻辑","75","2023","新高考I卷","7","1","single_choice","数列","核心是充分必要条件判断，涉及等差数列，但主类为逻辑。","2023-新高考I卷::7::occ1"
"集合与逻辑","76","2024","北京卷","1","1","single_choice","","核心是集合的并集运算，属于集合与逻辑。","2024-北京卷::1::occ1"
"集合与逻辑","77","2024","北京卷","5","1","single_choice","平面向量与解三角形","核心是充分必要条件判断，涉及向量运算，但主类为逻辑。","2024-北京卷::5::occ1"
"集合与逻辑","78","2024","全国甲卷-理科","2","1","single_choice","","题目涉及集合的交集、补集运算，核心是集合运算。","2024-全国甲卷-理科::2::occ1"
"集合与逻辑","79","2024","全国甲卷-文科","1","1","single_choice","","题目求集合的交集，核心是集合运算。","2024-全国甲卷-文科::1::occ1"
"集合与逻辑","80","2024","上海卷","1","1","fill_blank","","题目求集合的补集，核心是集合运算。","2024-上海卷::1::occ1"
"集合与逻辑","81","2024","天津卷","1","1","single_choice","","核心是集合的交集运算","2024-天津卷::1::occ1"
"集合与逻辑","82","2024","天津卷","2","1","single_choice","","核心是充分必要条件的判断","2024-天津卷::2::occ1"
"集合与逻辑","83","2024","新高考II卷","2","1","single_choice","","核心是命题真假的判断","2024-新高考II卷::2::occ1"
"集合与逻辑","84","2024","新高考I卷","1","1","single_choice","","核心是集合的交集运算","2024-新高考I卷::1::occ1"
"集合与逻辑","85","2025","全国II卷","3","1","single_choice","","核心是集合的交集运算","2025-全国II卷::3::occ1"
"集合与逻辑","86","2025","全国I卷","2","1","single_choice","","核心是集合的补集运算","2025-全国I卷::2::occ1"
"集合与逻辑","87","2025","上海卷","1","1","fill_blank","","求补集，属于集合运算。","2025-上海卷::1::occ1"
"集合与逻辑","88","2025","天津卷","1","1","single_choice","","求补集，属于集合运算。","2025-天津卷::1::occ1"
"集合与逻辑","89","2025","天津卷","2","1","single_choice","三角函数","主专题为集合与逻辑，因为判断充分必要条件；次专题为三角函数，因为涉及正弦函数。","2025-天津卷::2::occ1"
"一元二次函数、方程和不等式","1","2016","全国III卷-理科","13","1","fill_blank","","线性规划求最大值，核心是不等式中的线性规划。","2016-全国III卷-理科::13::occ1"
"一元二次函数、方程和不等式","2","2016","全国III卷-理科","24","1","solution","","绝对值不等式求解及恒成立，核心是不等式。","2016-全国III卷-理科::24::occ1"
"一元二次函数、方程和不等式","3","2016","全国III卷-文科","13","1","fill_blank","","线性规划求最小值，核心是不等式中的线性规划。","2016-全国III卷-文科::13::occ1"
"一元二次函数、方程和不等式","4","2016","全国III卷-文科","24","1","solution","","绝对值不等式求解及恒成立问题，核心是不等式解法。","2016-全国III卷-文科::24::occ1"
"一元二次函数、方程和不等式","5","2016","全国II卷-理科","24","1","solution","","绝对值不等式求解及证明，核心是不等式。","2016-全国II卷-理科::24::occ1"
"一元二次函数、方程和不等式","6","2016","全国II卷-文科","14","1","fill_blank","","线性规划求最值，核心是不等式。","2016-全国II卷-文科::14::occ1"
"一元二次函数、方程和不等式","7","2016","全国II卷-文科","24","1","solution","","绝对值不等式求解及证明，核心是不等式。","2016-全国II卷-文科::24::occ1"
"一元二次函数、方程和不等式","8","2016","全国I卷-理科","16","1","fill_blank","","线性规划求利润最大值，核心是不等式。","2016-全国I卷-理科::16::occ1"
"一元二次函数、方程和不等式","9","2016","全国I卷-理科","24","1","solution","","绝对值不等式，画图求解集，核心是不等式。","2016-全国I卷-理科::24::occ1"
"一元二次函数、方程和不等式","10","2016","全国I卷-文科","16","1","fill_blank","","线性规划求利润最大值，核心是不等式。","2016-全国I卷-文科::16::occ1"
"一元二次函数、方程和不等式","11","2016","全国I卷-文科","24","1","solution","","绝对值不等式画图求解，核心是不等式。","2016-全国I卷-文科::24::occ1"
"一元二次函数、方程和不等式","12","2017","全国III卷-理科","13","1","fill_blank","","线性规划求最值，核心是不等式。","2017-全国III卷-理科::13::occ1"
"一元二次函数、方程和不等式","13","2017","全国III卷-理科","23","1","solution","","核心是绝对值不等式求解及参数范围，属于不等式选讲。","2017-全国III卷-理科::23::occ1"
"一元二次函数、方程和不等式","14","2017","全国III卷-文科","5","1","single_choice","","核心是线性规划求范围，属于不等式。","2017-全国III卷-文科::5::occ1"
"一元二次函数、方程和不等式","15","2017","全国III卷-文科","23","1","solution","","核心是绝对值不等式求解及参数范围，属于不等式选讲。","2017-全国III卷-文科::23::occ1"
"一元二次函数、方程和不等式","16","2017","全国II卷-理科","5","1","single_choice","","核心是线性规划求最值，属于不等式。","2017-全国II卷-理科::5::occ1"
"一元二次函数、方程和不等式","17","2017","全国II卷-理科","23","1","solution","","核心是不等式证明，属于不等式选讲。","2017-全国II卷-理科::23::occ1"
"一元二次函数、方程和不等式","18","2017","全国II卷-文科","7","1","single_choice","","核心是线性规划求最值，属于不等式。","2017-全国II卷-文科::7::occ1"
"一元二次函数、方程和不等式","19","2017","全国II卷-文科","23","1","solution","","核心是不等式证明，属于不等式选讲，主类归不等式。","2017-全国II卷-文科::23::occ1"
"一元二次函数、方程和不等式","20","2017","全国I卷-理科","14","1","fill_blank","","线性规划求最小值，属于不等式。","2017-全国I卷-理科::14::occ1"
"一元二次函数、方程和不等式","21","2017","全国I卷-理科","23","1","solution","","绝对值不等式与二次不等式综合，属于不等式。","2017-全国I卷-理科::23::occ1"
"一元二次函数、方程和不等式","22","2017","全国I卷-文科","7","1","single_choice","","线性规划求最大值，属于不等式。","2017-全国I卷-文科::7::occ1"
"一元二次函数、方程和不等式","23","2017","全国I卷-文科","23","1","solution","","绝对值不等式与二次不等式综合，属于不等式。","2017-全国I卷-文科::23::occ1"
"一元二次函数、方程和不等式","24","2018","全国III卷-理科","23","1","solution","","绝对值不等式，属于不等式专题。","2018-全国III卷-理科::23::occ1"
"一元二次函数、方程和不等式","25","2018","全国III卷-文科","15","1","fill_blank","","线性规划求最大值，属于不等式专题。","2018-全国III卷-文科::15::occ1"
"一元二次函数、方程和不等式","26","2018","全国III卷-文科","23","1","solution","","核心是绝对值不等式图象及参数最值。","2018-全国III卷-文科::23::occ1"
"一元二次函数、方程和不等式","27","2018","全国II卷-理科","14","1","fill_blank","","核心是线性规划求最大值。","2018-全国II卷-理科::14::occ1"
"一元二次函数、方程和不等式","28","2018","全国II卷-理科","23","1","solution","","核心是绝对值不等式求解及参数范围。","2018-全国II卷-理科::23::occ1"
"一元二次函数、方程和不等式","29","2018","全国II卷-文科","14","1","fill_blank","","核心是线性规划求最大值。","2018-全国II卷-文科::14::occ1"
"一元二次函数、方程和不等式","30","2018","全国II卷-文科","23","1","solution","","核心是绝对值不等式求解及参数范围。","2018-全国II卷-文科::23::occ1"
"一元二次函数、方程和不等式","31","2018","全国I卷-理科","13","1","fill_blank","","核心是线性规划求最大值。","2018-全国I卷-理科::13::occ1"
"一元二次函数、方程和不等式","32","2018","全国I卷-理科","23","1","solution","","核心是绝对值不等式求解及参数范围，属于不等式专题。","2018-全国I卷-理科::23::occ1"
"一元二次函数、方程和不等式","33","2018","全国I卷-文科","14","1","fill_blank","","线性规划问题，属于不等式专题。","2018-全国I卷-文科::14::occ1"
"一元二次函数、方程和不等式","34","2018","全国I卷-文科","23","1","solution","","绝对值不等式求解与参数范围，属于不等式专题。","2018-全国I卷-文科::23::occ1"
"一元二次函数、方程和不等式","35","2019","全国III卷-理科","23","1","solution","","不等式证明与最值，属于不等式专题。","2019-全国III卷-理科::23::occ1"
"一元二次函数、方程和不等式","36","2019","全国III卷-文科","23","1","solution","","不等式证明与最值，属于不等式专题。","2019-全国III卷-文科::23::occ1"
"一元二次函数、方程和不等式","37","2019","全国II卷-理科","6","1","single_choice","","不等式性质与比较大小，属于不等式专题。","2019-全国II卷-理科::6::occ1"
"一元二次函数、方程和不等式","38","2019","全国II卷-理科","23","1","solution","","绝对值不等式求解，属于不等式选讲。","2019-全国II卷-理科::23::occ1"
"一元二次函数、方程和不等式","39","2019","全国II卷-文科","13","1","fill_blank","","线性规划求最值，属于不等式。","2019-全国II卷-文科::13::occ1"
"一元二次函数、方程和不等式","40","2019","全国II卷-文科","23","1","solution","","绝对值不等式求解，属于不等式选讲。","2019-全国II卷-文科::23::occ1"
"一元二次函数、方程和不等式","41","2019","全国I卷-理科","23","1","solution","","不等式证明，核心是不等式性质与基本不等式。","2019-全国I卷-理科::23::occ1"
"一元二次函数、方程和不等式","42","2019","全国I卷-文科","23","1","solution","","不等式证明，核心是不等式性质与基本不等式。","2019-全国I卷-文科::23::occ1"
"一元二次函数、方程和不等式","43","2020","全国III卷-理科","13","1","fill_blank","","线性规划求最值。","2020-全国III卷-理科::13::occ1"
"一元二次函数、方程和不等式","44","2020","全国III卷-理科","23","1","solution","","不等式证明，属于不等式选讲。","2020-全国III卷-理科::23::occ1"
"一元二次函数、方程和不等式","45","2020","全国III卷-文科","13","1","fill_blank","","线性规划求最值，属于不等式专题。","2020-全国III卷-文科::13::occ1"
"一元二次函数、方程和不等式","46","2020","全国III卷-文科","23","1","solution","","不等式证明。","2020-全国III卷-文科::23::occ1"
"一元二次函数、方程和不等式","47","2020","全国II卷-理科","23","1","solution","","绝对值不等式求解及参数范围，属于不等式。","2020-全国II卷-理科::23::occ1"
"一元二次函数、方程和不等式","48","2020","全国II卷-文科","15","1","fill_blank","","核心是线性规划求最大值。","2020-全国II卷-文科::15::occ1"
"一元二次函数、方程和不等式","49","2020","全国II卷-文科","23","1","solution","","核心是绝对值不等式求解。","2020-全国II卷-文科::23::occ1"
"一元二次函数、方程和不等式","50","2020","全国I卷-理科","13","1","fill_blank","","核心是线性规划求最大值。","2020-全国I卷-理科::13::occ1"
"一元二次函数、方程和不等式","51","2020","全国I卷-理科","23","1","solution","","核心是绝对值不等式，画图求解。","2020-全国I卷-理科::23::occ1"
"一元二次函数、方程和不等式","52","2020","全国I卷-文科","13","1","fill_blank","","核心是线性规划求最大值。","2020-全国I卷-文科::13::occ1"
"一元二次函数、方程和不等式","53","2020","全国I卷-文科","23","1","solution","","核心是绝对值不等式，画图求解。","2020-全国I卷-文科::23::occ1"
"一元二次函数、方程和不等式","54","2021","全国甲卷-理科","23","1","solution","","绝对值不等式，属于不等式。","2021-全国甲卷-理科::23::occ1"
"一元二次函数、方程和不等式","55","2021","全国甲卷-文科","23","1","solution","","绝对值不等式，属于不等式。","2021-全国甲卷-文科::23::occ1"
"一元二次函数、方程和不等式","56","2021","全国乙卷-理科","23","1","solution","","绝对值不等式求解及恒成立问题，属于不等式。","2021-全国乙卷-理科::23::occ1"
"一元二次函数、方程和不等式","57","2021","全国乙卷-文科","5","1","single_choice","","线性规划求最小值，属于不等式。","2021-全国乙卷-文科::5::occ1"
"一元二次函数、方程和不等式","58","2021","全国乙卷-文科","8","1","single_choice","","主要利用基本不等式求函数最小值，属于不等式专题。","2021-全国乙卷-文科::8::occ1"
"一元二次函数、方程和不等式","59","2021","全国乙卷-文科","23","1","solution","","绝对值不等式求解，主类为不等式。","2021-全国乙卷-文科::23::occ1"
"一元二次函数、方程和不等式","60","2021","上海春季卷","4","1","fill_blank","","分式不等式求解，主类为不等式。","2021-上海春季卷::4::occ1"
"一元二次函数、方程和不等式","61","2021","上海春季卷","6","1","fill_blank","","方程组无解条件，主类为不等式（线性规划基础）。","2021-上海春季卷::6::occ1"
"一元二次函数、方程和不等式","62","2021","上海卷","7","1","fill_blank","","线性规划求最值，主类为不等式。","2021-上海卷::7::occ1"
"一元二次函数、方程和不等式","63","2021","天津卷","13","1","fill_blank","","利用基本不等式求最值，主类为不等式。","2021-天津卷::13::occ1"
"一元二次函数、方程和不等式","64","2021","浙江卷","5","1","single_choice","","核心是线性规划求最值，属于不等式专题。","2021-浙江卷::5::occ1"
"一元二次函数、方程和不等式","65","2022","全国甲卷-理科","23","1","solution","","不等式证明","2022-全国甲卷-理科::23::occ1"
"一元二次函数、方程和不等式","66","2022","全国甲卷-文科","23","1","solution","","不等式证明","2022-全国甲卷-文科::23::occ1"
"一元二次函数、方程和不等式","67","2022","全国乙卷-理科","23","1","solution","","不等式证明","2022-全国乙卷-理科::23::occ1"
"一元二次函数、方程和不等式","68","2022","全国乙卷-文科","5","1","single_choice","","线性规划求最值","2022-全国乙卷-文科::5::occ1"
"一元二次函数、方程和不等式","69","2022","全国乙卷-文科","23","1","solution","","不等式证明，使用基本不等式和柯西不等式等，核心是不等式。","2022-全国乙卷-文科::23::occ1"
"一元二次函数、方程和不等式","70","2022","上海卷","2","2","single_choice","","基本不等式判断不等式恒成立。","2022-上海卷::2::occ2"
"一元二次函数、方程和不等式","71","2022","上海卷","5","1","fill_blank","","线性规划求最小值。","2022-上海卷::5::occ1"
"一元二次函数、方程和不等式","72","2022","新高考II卷","12","1","multiple_choice","","条件为二元二次等式，求取值范围，核心是基本不等式和不等式性质。","2022-新高考II卷::12::occ1"
"一元二次函数、方程和不等式","73","2022","浙江卷","3","1","single_choice","","线性规划求最大值，主类为不等式。","2022-浙江卷::3::occ1"
"一元二次函数、方程和不等式","74","2022","浙江卷","9","1","single_choice","","含绝对值不等式恒成立，主类为不等式。","2022-浙江卷::9::occ1"
"一元二次函数、方程和不等式","75","2023","全国甲卷-理科","14","1","fill_blank","","线性规划求最大值，主类为不等式。","2023-全国甲卷-理科::14::occ1"
"一元二次函数、方程和不等式","76","2023","全国甲卷-理科","23","1","solution","","绝对值不等式和面积，核心是不等式。","2023-全国甲卷-理科::23::occ1"
"一元二次函数、方程和不等式","77","2023","全国甲卷-文科","15","1","fill_blank","","线性规划求最大值，属于不等式专题。","2023-全国甲卷-文科::15::occ1"
"一元二次函数、方程和不等式","78","2023","全国甲卷-文科","23","1","solution","","绝对值不等式和面积，核心是不等式。","2023-全国甲卷-文科::23::occ1"
"一元二次函数、方程和不等式","79","2023","全国乙卷-理科","14","1","fill_blank","","线性规划求最大值，核心是不等式。","2023-全国乙卷-理科::14::occ1"
"一元二次函数、方程和不等式","80","2023","全国乙卷-理科","23","1","solution","","绝对值不等式和线性规划，核心是不等式。","2023-全国乙卷-理科::23::occ1"
"一元二次函数、方程和不等式","81","2023","全国乙卷-文科","15","1","fill_blank","","线性规划求最大值，核心是不等式。","2023-全国乙卷-文科::15::occ1"
"一元二次函数、方程和不等式","82","2023","全国乙卷-文科","23","1","solution","","绝对值不等式和线性规划面积，核心是不等式。","2023-全国乙卷-文科::23::occ1"
"一元二次函数、方程和不等式","83","2023","上海卷","1","1","fill_blank","","绝对值不等式求解，核心是不等式。","2023-上海卷::1::occ1"
"一元二次函数、方程和不等式","84","2023","上海卷","6","1","fill_blank","","基本不等式求最值，核心是不等式。","2023-上海卷::6::occ1"
"一元二次函数、方程和不等式","85","2023","上海卷","13","1","single_choice","","核心是解方程组求值，属于方程基础。","2023-上海卷::13::occ1"
"一元二次函数、方程和不等式","86","2023","上海卷","15","1","single_choice","","核心是二次函数在区间上的最值，属于二次函数。","2023-上海卷::15::occ1"
"一元二次函数、方程和不等式","87","2024","全国甲卷-理科","3","1","single_choice","","题目涉及线性规划求最值，核心是不等式与规划。","2024-全国甲卷-理科::3::occ1"
"一元二次函数、方程和不等式","88","2024","全国甲卷-理科","23","1","solution","","题目要求证明不等式，主要使用基本不等式和代数变形，核心是不等式。","2024-全国甲卷-理科::23::occ1"
"一元二次函数、方程和不等式","89","2024","全国甲卷-文科","3","1","single_choice","","题目涉及线性规划求最值，核心是不等式与规划。","2024-全国甲卷-文科::3::occ1"
"一元二次函数、方程和不等式","90","2024","全国甲卷-文科","20","1","solution","","题目要求证明不等式，主要使用基本不等式和代数变形，核心是不等式证明。","2024-全国甲卷-文科::20::occ1"
"一元二次函数、方程和不等式","91","2024","上海卷","3","1","fill_blank","","题目涉及一元二次不等式求解，核心是不等式。","2024-上海卷::3::occ1"
"一元二次函数、方程和不等式","92","2025","全国II卷","4","1","single_choice","","核心是分式不等式的求解","2025-全国II卷::4::occ1"
"一元二次函数、方程和不等式","93","2025","上海卷","2","1","fill_blank","","解分式不等式，属于不等式基础。","2025-上海卷::2::occ1"
"一元二次函数、方程和不等式","94","2025","上海卷","8","1","fill_blank","","利用基本不等式求最值，属于不等式。","2025-上海卷::8::occ1"
"一元二次函数、方程和不等式","95","2025","天津卷","15","1","fill_blank","","恒成立问题转化为二次不等式，核心是二次函数和不等式。","2025-天津卷::15::occ1"
"函数","1","2016","全国III卷-理科","6","1","single_choice","","比较指数幂大小，核心是指数函数性质。","2016-全国III卷-理科::6::occ1"
"函数","2","2016","全国III卷-文科","7","1","single_choice","","比较指数幂大小，核心是指数函数性质。","2016-全国III卷-文科::7::occ1"
"函数","3","2016","全国II卷-理科","12","1","single_choice","","函数对称性与交点求和，核心是函数性质。","2016-全国II卷-理科::12::occ1"
"函数","4","2016","全国II卷-文科","10","1","single_choice","","函数定义域和值域，核心是函数。","2016-全国II卷-文科::10::occ1"
"函数","5","2016","全国II卷-文科","12","1","single_choice","","函数对称性与交点横坐标和，核心是函数性质。","2016-全国II卷-文科::12::occ1"
"函数","6","2016","全国I卷-理科","7","1","single_choice","","函数图象识别，核心是函数。","2016-全国I卷-理科::7::occ1"
"函数","7","2016","全国I卷-理科","8","1","single_choice","","比较大小，利用指数对数函数单调性，核心是函数。","2016-全国I卷-理科::8::occ1"
"函数","8","2016","全国I卷-文科","8","1","single_choice","","比较大小，利用指数对数函数单调性，核心是函数。","2016-全国I卷-文科::8::occ1"
"函数","9","2016","全国I卷-文科","9","1","single_choice","","函数图象识别，核心是函数。","2016-全国I卷-文科::9::occ1"
"函数","10","2017","全国III卷-理科","15","1","fill_blank","","分段函数不等式求解，核心是函数性质。","2017-全国III卷-理科::15::occ1"
