"Topic","CollectionNumber","Year","Paper","OriginalQuestion","Occurrence","Type","SecondaryTopics","Reason","Id"
"平面解析几何","33","2017","全国III卷-理科","20","1","solution","","核心是抛物线综合问题，涉及圆，属于解析几何。","2017-全国III卷-理科::20::occ1"
"平面解析几何","34","2017","全国III卷-理科","22","1","solution","","核心是参数方程与极坐标下的轨迹及交点问题，属于解析几何。","2017-全国III卷-理科::22::occ1"
"平面解析几何","35","2017","全国III卷-文科","11","1","single_choice","","核心是椭圆离心率，涉及直线与圆相切，属于解析几何。","2017-全国III卷-文科::11::occ1"
"平面解析几何","36","2017","全国III卷-文科","14","1","fill_blank","","核心是双曲线渐近线方程，属于圆锥曲线基础问题。","2017-全国III卷-文科::14::occ1"
"平面解析几何","37","2017","全国III卷-文科","20","1","solution","","核心是二次曲线与圆的性质，涉及垂直和定值问题，属于解析几何。","2017-全国III卷-文科::20::occ1"
"平面解析几何","38","2017","全国III卷-文科","22","1","solution","","核心是参数方程与极坐标下的轨迹及交点，属于解析几何。","2017-全国III卷-文科::22::occ1"
"平面解析几何","39","2017","全国II卷-理科","9","1","single_choice","","核心是双曲线离心率，涉及渐近线与圆，属于解析几何。","2017-全国II卷-理科::9::occ1"
"平面解析几何","40","2017","全国II卷-理科","16","1","fill_blank","","核心是抛物线焦点弦长度计算，属于圆锥曲线。","2017-全国II卷-理科::16::occ1"
"平面解析几何","41","2017","全国II卷-理科","20","1","solution","","核心是椭圆与轨迹方程，涉及向量运算，但主类为解析几何。","2017-全国II卷-理科::20::occ1"
"平面解析几何","42","2017","全国II卷-理科","22","1","solution","","核心是极坐标与参数方程下的轨迹及面积最值，属于解析几何。","2017-全国II卷-理科::22::occ1"
"平面解析几何","43","2017","全国II卷-文科","5","1","single_choice","","核心是双曲线离心率取值范围，属于圆锥曲线性质。","2017-全国II卷-文科::5::occ1"
"平面解析几何","44","2017","全国II卷-文科","12","1","single_choice","","核心是抛物线焦点弦及距离计算，属于圆锥曲线。","2017-全国II卷-文科::12::occ1"
"平面解析几何","45","2017","全国II卷-文科","20","1","solution","","核心是椭圆与轨迹方程，属于解析几何。","2017-全国II卷-文科::20::occ1"
"平面解析几何","46","2017","全国II卷-文科","22","1","solution","","核心是极坐标与参数方程下的轨迹及面积最值，属于解析几何。","2017-全国II卷-文科::22::occ1"
"平面解析几何","47","2017","全国I卷-理科","10","1","single_choice","","抛物线焦点弦长度最值，属于解析几何。","2017-全国I卷-理科::10::occ1"
"平面解析几何","48","2017","全国I卷-理科","15","1","fill_blank","","双曲线离心率，核心是解析几何。","2017-全国I卷-理科::15::occ1"
"平面解析几何","49","2017","全国I卷-理科","20","1","solution","","椭圆方程及直线过定点问题，核心是解析几何。","2017-全国I卷-理科::20::occ1"
"平面解析几何","50","2017","全国I卷-理科","22","1","solution","","参数方程与极坐标，属于解析几何。","2017-全国I卷-理科::22::occ1"
"平面解析几何","51","2017","全国I卷-文科","5","1","single_choice","","双曲线中三角形面积，属于解析几何。","2017-全国I卷-文科::5::occ1"
"平面解析几何","52","2017","全国I卷-文科","12","1","single_choice","","椭圆上点满足角度条件求参数范围，属于解析几何。","2017-全国I卷-文科::12::occ1"
"平面解析几何","53","2017","全国I卷-文科","20","1","solution","","涉及抛物线、切线、直线方程，核心是解析几何。","2017-全国I卷-文科::20::occ1"
"平面解析几何","54","2017","全国I卷-文科","22","1","solution","","参数方程与极坐标，属于解析几何。","2017-全国I卷-文科::22::occ1"
"平面解析几何","55","2018","全国III卷-理科","6","1","single_choice","","直线与圆的位置关系求面积范围，核心是解析几何。","2018-全国III卷-理科::6::occ1"
"平面解析几何","56","2018","全国III卷-理科","11","1","single_choice","","双曲线离心率，核心是解析几何。","2018-全国III卷-理科::11::occ1"
"平面解析几何","57","2018","全国III卷-理科","16","1","fill_blank","","抛物线中垂直条件求斜率，属于解析几何。","2018-全国III卷-理科::16::occ1"
"平面解析几何","58","2018","全国III卷-理科","20","1","solution","数列","椭圆与直线综合，涉及等差数列，核心是解析几何。","2018-全国III卷-理科::20::occ1"
"平面解析几何","59","2018","全国III卷-理科","22","1","solution","","参数方程与极坐标，属于解析几何。","2018-全国III卷-理科::22::occ1"
"平面解析几何","60","2018","全国III卷-文科","8","1","single_choice","","直线与圆位置关系求面积范围，属于解析几何。","2018-全国III卷-文科::8::occ1"
"平面解析几何","61","2018","全国III卷-文科","10","1","single_choice","","双曲线渐近线距离，属于解析几何。","2018-全国III卷-文科::10::occ1"
"平面解析几何","62","2018","全国III卷-文科","20","1","solution","","核心是椭圆中点弦问题及向量证明。","2018-全国III卷-文科::20::occ1"
"平面解析几何","63","2018","全国III卷-文科","22","1","solution","","核心是参数方程与极坐标，直线与圆相交中点轨迹。","2018-全国III卷-文科::22::occ1"
"平面解析几何","64","2018","全国II卷-理科","5","1","single_choice","","核心是双曲线离心率与渐近线方程。","2018-全国II卷-理科::5::occ1"
"平面解析几何","65","2018","全国II卷-理科","12","1","single_choice","","核心是椭圆离心率，利用几何条件列方程。","2018-全国II卷-理科::12::occ1"
"平面解析几何","66","2018","全国II卷-理科","19","1","solution","","核心是抛物线弦长及圆的方程。","2018-全国II卷-理科::19::occ1"
"平面解析几何","67","2018","全国II卷-理科","22","1","solution","","核心是参数方程与直角坐标方程互化，直线与椭圆相交中点问题。","2018-全国II卷-理科::22::occ1"
"平面解析几何","68","2018","全国II卷-文科","6","1","single_choice","","核心是双曲线的离心率与渐近线方程。","2018-全国II卷-文科::6::occ1"
"平面解析几何","69","2018","全国II卷-文科","11","1","single_choice","","核心是椭圆离心率，利用几何条件。","2018-全国II卷-文科::11::occ1"
"平面解析几何","70","2018","全国II卷-文科","20","1","solution","","核心是抛物线弦长及圆的方程。","2018-全国II卷-文科::20::occ1"
"平面解析几何","71","2018","全国II卷-文科","22","1","solution","","核心是参数方程与直角坐标方程互化，直线与椭圆相交中点问题。","2018-全国II卷-文科::22::occ1"
"平面解析几何","72","2018","全国I卷-理科","8","1","single_choice","","核心是抛物线焦点弦与向量数量积。","2018-全国I卷-理科::8::occ1"
"平面解析几何","73","2018","全国I卷-理科","11","1","single_choice","","核心是双曲线渐近线与直角三角形求弦长。","2018-全国I卷-理科::11::occ1"
"平面解析几何","74","2018","全国I卷-理科","19","1","solution","","核心是椭圆与直线相交，证明角相等。","2018-全国I卷-理科::19::occ1"
"平面解析几何","75","2018","全国I卷-理科","22","1","solution","","核心是极坐标与直角坐标互化，直线与圆交点个数。","2018-全国I卷-理科::22::occ1"
"平面解析几何","76","2018","全国I卷-文科","4","1","single_choice","","椭圆离心率计算，属于解析几何。","2018-全国I卷-文科::4::occ1"
"平面解析几何","77","2018","全国I卷-文科","15","1","fill_blank","","直线与圆相交弦长，属于解析几何。","2018-全国I卷-文科::15::occ1"
"平面解析几何","78","2018","全国I卷-文科","20","1","solution","","核心是抛物线及其几何性质，属于解析几何。","2018-全国I卷-文科::20::occ1"
"平面解析几何","79","2018","全国I卷-文科","22","1","solution","","极坐标与参数方程，属于解析几何。","2018-全国I卷-文科::22::occ1"
"平面解析几何","80","2019","全国III卷-理科","10","1","single_choice","","双曲线渐近线与三角形面积，属于解析几何。","2019-全国III卷-理科::10::occ1"
"平面解析几何","81","2019","全国III卷-理科","15","1","fill_blank","","椭圆上点的坐标，属于解析几何。","2019-全国III卷-理科::15::occ1"
"平面解析几何","82","2019","全国III卷-理科","21","1","solution","","抛物线切线、定点与面积，属于解析几何。","2019-全国III卷-理科::21::occ1"
"平面解析几何","83","2019","全国III卷-理科","22","1","solution","","极坐标方程与曲线，属于解析几何。","2019-全国III卷-理科::22::occ1"
"平面解析几何","84","2019","全国III卷-文科","10","1","single_choice","","双曲线焦点三角形面积，属于解析几何。","2019-全国III卷-文科::10::occ1"
"平面解析几何","85","2019","全国III卷-文科","15","1","fill_blank","","椭圆上点的坐标，属于解析几何。","2019-全国III卷-文科::15::occ1"
"平面解析几何","86","2019","全国III卷-文科","21","1","solution","","抛物线切线问题与圆，属于解析几何。","2019-全国III卷-文科::21::occ1"
"平面解析几何","87","2019","全国III卷-文科","22","1","solution","","极坐标方程与曲线，属于解析几何。","2019-全国III卷-文科::22::occ1"
"平面解析几何","88","2019","全国II卷-理科","8","1","single_choice","","抛物线与椭圆焦点，属于解析几何。","2019-全国II卷-理科::8::occ1"
"平面解析几何","89","2019","全国II卷-理科","11","1","single_choice","","双曲线离心率，属于解析几何。","2019-全国II卷-理科::11::occ1"
"平面解析几何","90","2019","全国II卷-理科","21","1","solution","","轨迹方程、直线与椭圆综合，核心是解析几何。","2019-全国II卷-理科::21::occ1"
"平面解析几何","91","2019","全国II卷-理科","22","1","solution","","极坐标方程与轨迹，属于解析几何。","2019-全国II卷-理科::22::occ1"
"平面解析几何","92","2019","全国II卷-文科","9","1","single_choice","","抛物线与椭圆焦点关系求参数，核心是解析几何。","2019-全国II卷-文科::9::occ1"
"平面解析几何","93","2019","全国II卷-文科","12","1","single_choice","","双曲线离心率问题，核心是解析几何。","2019-全国II卷-文科::12::occ1"
"平面解析几何","94","2019","全国II卷-文科","20","1","solution","","椭圆离心率及参数范围，核心是解析几何。","2019-全国II卷-文科::20::occ1"
"平面解析几何","95","2019","全国II卷-文科","22","1","solution","","极坐标与参数方程属于解析几何范畴，主要涉及曲线方程和轨迹。","2019-全国II卷-文科::22::occ1"
"平面解析几何","96","2019","全国I卷-理科","10","1","single_choice","","椭圆方程，核心是解析几何。","2019-全国I卷-理科::10::occ1"
"平面解析几何","97","2019","全国I卷-理科","16","1","fill_blank","","双曲线离心率，核心是解析几何。","2019-全国I卷-理科::16::occ1"
"平面解析几何","98","2019","全国I卷-理科","19","1","solution","","抛物线方程、弦长计算，核心是解析几何。","2019-全国I卷-理科::19::occ1"
"平面解析几何","99","2019","全国I卷-理科","22","1","solution","","参数方程与极坐标方程互化及距离最值，属于解析几何。","2019-全国I卷-理科::22::occ1"
"平面解析几何","100","2019","全国I卷-文科","10","1","single_choice","","双曲线离心率，核心是解析几何。","2019-全国I卷-文科::10::occ1"
"平面解析几何","101","2019","全国I卷-文科","12","1","single_choice","","椭圆方程，核心是解析几何。","2019-全国I卷-文科::12::occ1"
"平面解析几何","102","2019","全国I卷-文科","21","1","solution","","圆的方程、轨迹及定值问题，核心是解析几何。","2019-全国I卷-文科::21::occ1"
"平面解析几何","103","2019","全国I卷-文科","22","1","solution","","参数方程与极坐标方程互化及距离最值，属于解析几何。","2019-全国I卷-文科::22::occ1"
"平面解析几何","104","2020","全国III卷-理科","5","1","single_choice","","抛物线焦点坐标，属于圆锥曲线。","2020-全国III卷-理科::5::occ1"
"平面解析几何","105","2020","全国III卷-理科","10","1","single_choice","导数","直线与曲线、圆相切，核心是解析几何。","2020-全国III卷-理科::10::occ1"
"平面解析几何","106","2020","全国III卷-理科","11","1","single_choice","","双曲线离心率及面积问题。","2020-全国III卷-理科::11::occ1"
"平面解析几何","107","2020","全国III卷-理科","20","1","solution","","椭圆方程及面积计算，核心是圆锥曲线。","2020-全国III卷-理科::20::occ1"
"平面解析几何","108","2020","全国III卷-理科","22","1","solution","","参数方程与极坐标方程。","2020-全国III卷-理科::22::occ1"
"平面解析几何","109","2020","全国III卷-文科","6","1","single_choice","平面向量与解三角形","利用向量数量积求轨迹，核心是解析几何。","2020-全国III卷-文科::6::occ1"
"平面解析几何","110","2020","全国III卷-文科","7","1","single_choice","","抛物线焦点坐标。","2020-全国III卷-文科::7::occ1"
"平面解析几何","111","2020","全国III卷-文科","8","1","single_choice","","点到直线距离的最值，属于解析几何。","2020-全国III卷-文科::8::occ1"
"平面解析几何","112","2020","全国III卷-文科","14","1","fill_blank","","双曲线离心率。","2020-全国III卷-文科::14::occ1"
"平面解析几何","113","2020","全国III卷-文科","21","1","solution","","椭圆方程及面积计算。","2020-全国III卷-文科::21::occ1"
"平面解析几何","114","2020","全国III卷-文科","22","1","solution","","参数方程与极坐标方程。","2020-全国III卷-文科::22::occ1"
"平面解析几何","115","2020","全国II卷-理科","5","1","single_choice","","圆的方程及点到直线距离。","2020-全国II卷-理科::5::occ1"
"平面解析几何","116","2020","全国II卷-理科","8","1","single_choice","","双曲线渐近线及焦距最值，属于圆锥曲线。","2020-全国II卷-理科::8::occ1"
"平面解析几何","117","2020","全国II卷-理科","19","1","solution","","椭圆与抛物线综合，求离心率及标准方程，核心是圆锥曲线。","2020-全国II卷-理科::19::occ1"
"平面解析几何","118","2020","全国II卷-理科","22","1","solution","","参数方程与极坐标方程互化，求圆的极坐标方程，属于解析几何。","2020-全国II卷-理科::22::occ1"
"平面解析几何","119","2020","全国II卷-文科","8","1","single_choice","","圆的方程及点到直线距离，属于解析几何。","2020-全国II卷-文科::8::occ1"
"平面解析几何","120","2020","全国II卷-文科","9","1","single_choice","","双曲线渐近线及焦距最值。","2020-全国II卷-文科::9::occ1"
"平面解析几何","121","2020","全国II卷-文科","19","1","solution","","核心是椭圆与抛物线综合，求离心率和方程。","2020-全国II卷-文科::19::occ1"
"平面解析几何","122","2020","全国II卷-文科","22","1","solution","","核心是参数方程与极坐标，求曲线方程和交点。","2020-全国II卷-文科::22::occ1"
"平面解析几何","123","2020","全国I卷-理科","4","1","single_choice","","核心是抛物线定义和几何性质，求参数p。","2020-全国I卷-理科::4::occ1"
"平面解析几何","124","2020","全国I卷-理科","11","1","single_choice","","核心是圆与直线，切线性质，求直线方程。","2020-全国I卷-理科::11::occ1"
"平面解析几何","125","2020","全国I卷-理科","15","1","fill_blank","","核心是双曲线离心率，利用斜率求离心率。","2020-全国I卷-理科::15::occ1"
"平面解析几何","126","2020","全国I卷-理科","20","1","solution","","核心是椭圆方程和直线过定点问题。","2020-全国I卷-理科::20::occ1"
"平面解析几何","127","2020","全国I卷-理科","22","1","solution","","核心是参数方程与极坐标，求曲线和交点。","2020-全国I卷-理科::22::occ1"
"平面解析几何","128","2020","全国I卷-文科","6","1","single_choice","","核心是圆与直线，求弦长最小值。","2020-全国I卷-文科::6::occ1"
"平面解析几何","129","2020","全国I卷-文科","11","1","single_choice","","核心是双曲线焦点三角形面积。","2020-全国I卷-文科::11::occ1"
"平面解析几何","130","2020","全国I卷-文科","21","1","solution","","核心是椭圆方程和直线过定点问题。","2020-全国I卷-文科::21::occ1"
"平面解析几何","131","2020","全国I卷-文科","22","1","solution","","核心是参数方程与极坐标，求曲线和交点。","2020-全国I卷-文科::22::occ1"
"平面解析几何","132","2021","北京卷","5","1","single_choice","","核心是双曲线标准方程，利用点和离心率求方程。","2021-北京卷::5::occ1"
"平面解析几何","133","2021","北京卷","9","1","single_choice","","核心是圆与直线，弦长最小值求参数。","2021-北京卷::9::occ1"
"平面解析几何","134","2021","北京卷","12","1","fill_blank","","核心是抛物线定义和面积计算。","2021-北京卷::12::occ1"
"平面解析几何","135","2021","北京卷","20","1","solution","","核心是椭圆方程和直线与椭圆位置关系。","2021-北京卷::20::occ1"
"平面解析几何","136","2021","全国甲卷-理科","5","1","single_choice","","双曲线离心率计算，属于解析几何。","2021-全国甲卷-理科::5::occ1"
"平面解析几何","137","2021","全国甲卷-理科","15","1","fill_blank","","椭圆中四边形面积计算，属于解析几何。","2021-全国甲卷-理科::15::occ1"
"平面解析几何","138","2021","全国甲卷-理科","20","1","solution","","主要涉及抛物线和圆的方程、直线与圆的位置关系，属于解析几何综合题。","2021-全国甲卷-理科::20::occ1"
"平面解析几何","139","2021","全国甲卷-理科","22","1","solution","","极坐标与直角坐标互化，参数方程，轨迹问题，属于解析几何。","2021-全国甲卷-理科::22::occ1"
"平面解析几何","140","2021","全国甲卷-文科","5","1","single_choice","","双曲线渐近线及点到直线距离，属于解析几何。","2021-全国甲卷-文科::5::occ1"
"平面解析几何","141","2021","全国甲卷-文科","16","1","fill_blank","","椭圆中四边形面积计算，属于解析几何。","2021-全国甲卷-文科::16::occ1"
"平面解析几何","142","2021","全国甲卷-文科","21","1","solution","","抛物线和圆的方程、直线与圆的位置关系，属于解析几何。","2021-全国甲卷-文科::21::occ1"
"平面解析几何","143","2021","全国甲卷-文科","22","1","solution","","极坐标与直角坐标互化，参数方程，轨迹问题，属于解析几何。","2021-全国甲卷-文科::22::occ1"
"平面解析几何","144","2021","全国乙卷-理科","11","1","single_choice","","椭圆离心率范围，属于解析几何。","2021-全国乙卷-理科::11::occ1"
"平面解析几何","145","2021","全国乙卷-理科","13","1","fill_blank","","双曲线渐近线及焦距计算，属于解析几何。","2021-全国乙卷-理科::13::occ1"
"平面解析几何","146","2021","全国乙卷-理科","21","1","solution","导数","抛物线切线问题，面积最值，核心是解析几何，导数用于求最值。","2021-全国乙卷-理科::21::occ1"
"平面解析几何","147","2021","全国乙卷-理科","22","1","solution","","圆的参数方程和极坐标方程，属于解析几何。","2021-全国乙卷-理科::22::occ1"
"平面解析几何","148","2021","全国乙卷-文科","11","1","single_choice","","椭圆上点到顶点距离最大值，属于解析几何。","2021-全国乙卷-文科::11::occ1"
"平面解析几何","149","2021","全国乙卷-文科","14","1","fill_blank","","双曲线焦点到直线距离，属于解析几何。","2021-全国乙卷-文科::14::occ1"
"平面解析几何","150","2021","全国乙卷-文科","20","1","solution","","抛物线方程及直线斜率最值，主类为平面解析几何。","2021-全国乙卷-文科::20::occ1"
"平面解析几何","151","2021","全国乙卷-文科","22","1","solution","","圆的参数方程和极坐标方程，主类为平面解析几何。","2021-全国乙卷-文科::22::occ1"
"平面解析几何","152","2021","上海春季卷","5","1","fill_blank","","两直线夹角计算，主类为平面解析几何。","2021-上海春季卷::5::occ1"
"平面解析几何","153","2021","上海春季卷","11","1","fill_blank","","椭圆与抛物线综合求准线，主类为平面解析几何。","2021-上海春季卷::11::occ1"
"平面解析几何","154","2021","上海春季卷","19","1","solution","","双曲线标准方程及距离计算，主类为平面解析几何。","2021-上海春季卷::19::occ1"
"平面解析几何","155","2021","上海卷","3","1","fill_blank","","圆的一般方程求圆心，主类为平面解析几何。","2021-上海卷::3::occ1"
"平面解析几何","156","2021","上海卷","11","1","fill_blank","","抛物线中弦长与斜率，主类为平面解析几何。","2021-上海卷::11::occ1"
"平面解析几何","157","2021","上海卷","14","1","single_choice","","参数方程对应图像，主类为平面解析几何。","2021-上海卷::14::occ1"
"平面解析几何","158","2021","上海卷","20","1","solution","","椭圆与直线综合，主类为平面解析几何。","2021-上海卷::20::occ1"
"平面解析几何","159","2021","天津卷","8","1","single_choice","","双曲线与抛物线综合求离心率，主类为平面解析几何。","2021-天津卷::8::occ1"
"平面解析几何","160","2021","天津卷","12","1","fill_blank","","直线与圆相切求距离，主类为平面解析几何。","2021-天津卷::12::occ1"
"平面解析几何","161","2021","天津卷","18","1","solution","","椭圆方程及直线与椭圆位置关系，主类为平面解析几何。","2021-天津卷::18::occ1"
"平面解析几何","162","2021","新高考II卷","3","1","single_choice","","抛物线焦点到直线距离，主类为平面解析几何。","2021-新高考II卷::3::occ1"
"平面解析几何","163","2021","新高考II卷","11","1","multiple_choice","","核心是直线与圆的位置关系判断，属于解析几何问题。","2021-新高考II卷::11::occ1"
"平面解析几何","164","2021","新高考II卷","13","1","fill_blank","","核心是双曲线离心率与渐近线方程，属于圆锥曲线问题。","2021-新高考II卷::13::occ1"
"平面解析几何","165","2021","新高考II卷","20","1","solution","","核心是椭圆方程与直线、圆相切，证明三点共线，属于圆锥曲线问题。","2021-新高考II卷::20::occ1"
"平面解析几何","166","2021","新高考I卷","5","1","single_choice","","核心是椭圆定义与最值，属于圆锥曲线问题。","2021-新高考I卷::5::occ1"
"平面解析几何","167","2021","新高考I卷","11","1","multiple_choice","","核心是圆与点、直线位置关系及最值，属于解析几何问题。","2021-新高考I卷::11::occ1"
"平面解析几何","168","2021","新高考I卷","14","1","fill_blank","","核心是抛物线方程与几何性质，求准线方程，属于圆锥曲线问题。","2021-新高考I卷::14::occ1"
"平面解析几何","169","2021","新高考I卷","21","1","solution","","核心是双曲线轨迹与直线参数问题，属于圆锥曲线问题。","2021-新高考I卷::21::occ1"
"平面解析几何","170","2021","浙江卷","9","1","single_choice","","核心是等比数列与点的轨迹方程，属于解析几何问题。","2021-浙江卷::9::occ1"
"平面解析几何","171","2021","浙江卷","11","1","fill_blank","","核心是勾股定理与面积比，属于平面几何问题，但归入解析几何专题。","2021-浙江卷::11::occ1"
"平面解析几何","172","2021","浙江卷","16","1","fill_blank","","核心是椭圆与直线、圆的位置关系，求离心率，属于圆锥曲线问题。","2021-浙江卷::16::occ1"
"平面解析几何","173","2021","浙江卷","21","1","solution","","核心是抛物线方程与直线、圆的位置关系，求截距范围，属于圆锥曲线问题。","2021-浙江卷::21::occ1"
"平面解析几何","174","2022","北京卷","3","1","single_choice","","核心是直线与圆的位置关系（对称轴），属于解析几何问题。","2022-北京卷::3::occ1"
"平面解析几何","175","2022","北京卷","12","1","fill_blank","","核心是双曲线渐近线方程求参数，属于圆锥曲线问题。","2022-北京卷::12::occ1"
"平面解析几何","176","2022","北京卷","19","1","solution","","核心是椭圆方程与直线、交点问题，属于圆锥曲线问题。","2022-北京卷::19::occ1"
"平面解析几何","177","2022","全国甲卷-理科","8","1","single_choice","","圆弧长度近似计算","2022-全国甲卷-理科::8::occ1"
"平面解析几何","178","2022","全国甲卷-理科","10","1","single_choice","","椭圆离心率计算","2022-全国甲卷-理科::10::occ1"
"平面解析几何","179","2022","全国甲卷-理科","14","1","fill_blank","","双曲线渐近线与圆相切","2022-全国甲卷-理科::14::occ1"
"平面解析几何","180","2022","全国甲卷-理科","20","1","solution","","抛物线综合","2022-全国甲卷-理科::20::occ1"
"平面解析几何","181","2022","全国甲卷-理科","22","1","solution","","参数方程与极坐标","2022-全国甲卷-理科::22::occ1"
"平面解析几何","182","2022","全国甲卷-文科","11","1","single_choice","","椭圆方程","2022-全国甲卷-文科::11::occ1"
"平面解析几何","183","2022","全国甲卷-文科","14","1","fill_blank","","求圆的方程，涉及直线和圆，属于解析几何","2022-全国甲卷-文科::14::occ1"
"平面解析几何","184","2022","全国甲卷-文科","15","1","fill_blank","","双曲线离心率范围","2022-全国甲卷-文科::15::occ1"
"平面解析几何","185","2022","全国甲卷-文科","21","1","solution","","抛物线方程及直线与抛物线综合","2022-全国甲卷-文科::21::occ1"
"平面解析几何","186","2022","全国甲卷-文科","22","1","solution","","参数方程与极坐标","2022-全国甲卷-文科::22::occ1"
"平面解析几何","187","2022","全国乙卷-理科","5","1","single_choice","","抛物线定义和距离计算","2022-全国乙卷-理科::5::occ1"
"平面解析几何","188","2022","全国乙卷-理科","11","1","single_choice","","双曲线离心率计算","2022-全国乙卷-理科::11::occ1"
"平面解析几何","189","2022","全国乙卷-理科","14","1","fill_blank","","求圆的方程","2022-全国乙卷-理科::14::occ1"
"平面解析几何","190","2022","全国乙卷-理科","20","1","solution","","椭圆方程和直线过定点","2022-全国乙卷-理科::20::occ1"
