"Topic","CollectionNumber","Year","Paper","OriginalQuestion","Occurrence","Type","SecondaryTopics","Reason","Id"
"立体几何","86","2020","全国I卷-理科","18","1","solution","","核心是空间线面垂直证明和二面角计算。","2020-全国I卷-理科::18::occ1"
"立体几何","87","2020","全国I卷-文科","3","1","single_choice","","核心是正四棱锥几何计算，求比值。","2020-全国I卷-文科::3::occ1"
"立体几何","88","2020","全国I卷-文科","12","1","single_choice","","核心是球与多面体，求球表面积。","2020-全国I卷-文科::12::occ1"
"立体几何","89","2020","全国I卷-文科","19","1","solution","","核心是空间面面垂直证明和体积计算。","2020-全国I卷-文科::19::occ1"
"立体几何","90","2021","北京卷","4","1","single_choice","","核心是三视图还原几何体，求表面积。","2021-北京卷::4::occ1"
"立体几何","91","2021","北京卷","8","1","single_choice","","核心是圆锥体积计算，求降雨等级。","2021-北京卷::8::occ1"
"立体几何","92","2021","北京卷","17","1","solution","","核心是空间点线面关系，二面角计算。","2021-北京卷::17::occ1"
"立体几何","93","2021","全国甲卷-理科","6","1","single_choice","","正方体截去三棱锥后的三视图，属于立体几何。","2021-全国甲卷-理科::6::occ1"
"立体几何","94","2021","全国甲卷-理科","11","1","single_choice","","球内接三棱锥体积计算，属于立体几何。","2021-全国甲卷-理科::11::occ1"
"立体几何","95","2021","全国甲卷-理科","19","1","solution","","直三棱柱中线线垂直证明和二面角计算，属于立体几何。","2021-全国甲卷-理科::19::occ1"
"立体几何","96","2021","全国甲卷-文科","7","1","single_choice","","考查正方体截去三棱锥后的三视图，属于立体几何中的空间想象问题。","2021-全国甲卷-文科::7::occ1"
"立体几何","97","2021","全国甲卷-文科","14","1","fill_blank","","圆锥体积和侧面积计算，属于立体几何。","2021-全国甲卷-文科::14::occ1"
"立体几何","98","2021","全国甲卷-文科","19","1","solution","","直三棱柱中体积计算和线线垂直证明，属于立体几何。","2021-全国甲卷-文科::19::occ1"
"立体几何","99","2021","全国乙卷-理科","5","1","single_choice","","正方体中异面直线所成角，属于立体几何。","2021-全国乙卷-理科::5::occ1"
"立体几何","100","2021","全国乙卷-理科","16","1","fill_blank","","三视图还原几何体，属于立体几何。","2021-全国乙卷-理科::16::occ1"
"立体几何","101","2021","全国乙卷-理科","18","1","solution","","四棱锥中线面垂直、二面角计算，属于立体几何。","2021-全国乙卷-理科::18::occ1"
"立体几何","102","2021","全国乙卷-文科","10","1","single_choice","","正方体中异面直线所成角，属于立体几何。","2021-全国乙卷-文科::10::occ1"
"立体几何","103","2021","全国乙卷-文科","16","1","fill_blank","","三视图还原几何体，主类为立体几何。","2021-全国乙卷-文科::16::occ1"
"立体几何","104","2021","全国乙卷-文科","18","1","solution","","四棱锥中线面垂直、面面垂直及体积，主类为立体几何。","2021-全国乙卷-文科::18::occ1"
"立体几何","105","2021","上海春季卷","3","1","fill_blank","","圆柱侧面积计算，主类为立体几何。","2021-上海春季卷::3::occ1"
"立体几何","106","2021","上海春季卷","17","1","solution","","四棱锥体积和异面直线所成角，主类为立体几何。","2021-上海春季卷::17::occ1"
"立体几何","107","2021","上海卷","9","1","fill_blank","","圆柱中三角形面积范围，主类为立体几何。","2021-上海卷::9::occ1"
"立体几何","108","2021","上海卷","17","1","solution","","长方体中的体积和线面角计算，主类为立体几何。","2021-上海卷::17::occ1"
"立体几何","109","2021","天津卷","6","1","single_choice","","球与圆锥的体积计算，主类为立体几何。","2021-天津卷::6::occ1"
"立体几何","110","2021","天津卷","17","1","solution","","正方体中线面平行、线面角、二面角，主类为立体几何。","2021-天津卷::17::occ1"
"立体几何","111","2021","新高考II卷","4","1","single_choice","","球面面积计算，主类为立体几何。","2021-新高考II卷::4::occ1"
"立体几何","112","2021","新高考II卷","5","1","single_choice","","正四棱台体积计算，主类为立体几何。","2021-新高考II卷::5::occ1"
"立体几何","113","2021","新高考II卷","10","1","multiple_choice","","核心是正方体中垂直关系判断，属于立体几何问题。","2021-新高考II卷::10::occ1"
"立体几何","114","2021","新高考II卷","19","1","solution","","核心是空间垂直关系证明与二面角计算，属于立体几何问题。","2021-新高考II卷::19::occ1"
"立体几何","115","2021","新高考I卷","3","1","single_choice","","核心是圆锥侧面展开图与母线长计算，属于立体几何问题。","2021-新高考I卷::3::occ1"
"立体几何","116","2021","新高考I卷","12","1","multiple_choice","","核心是正三棱柱中动点轨迹与几何性质，属于立体几何问题。","2021-新高考I卷::12::occ1"
"立体几何","117","2021","新高考I卷","20","1","solution","","核心是空间垂直证明与二面角、体积计算，属于立体几何问题。","2021-新高考I卷::20::occ1"
"立体几何","118","2021","浙江卷","4","1","single_choice","","核心是三视图还原几何体并求体积，属于立体几何问题。","2021-浙江卷::4::occ1"
"立体几何","119","2021","浙江卷","6","1","single_choice","","核心是空间线线、线面位置关系判断，属于立体几何问题。","2021-浙江卷::6::occ1"
"立体几何","120","2021","浙江卷","19","1","solution","","核心是空间垂直证明与线面角计算，属于立体几何问题。","2021-浙江卷::19::occ1"
"立体几何","121","2022","北京卷","9","1","single_choice","","核心是正三棱锥中点的集合区域面积，属于立体几何问题。","2022-北京卷::9::occ1"
"立体几何","122","2022","北京卷","17","1","solution","","核心是空间线面平行证明与线面角计算，属于立体几何问题。","2022-北京卷::17::occ1"
"立体几何","123","2022","全国甲卷-理科","4","1","single_choice","","三视图求体积","2022-全国甲卷-理科::4::occ1"
"立体几何","124","2022","全国甲卷-理科","7","1","single_choice","","线面角计算","2022-全国甲卷-理科::7::occ1"
"立体几何","125","2022","全国甲卷-理科","9","1","single_choice","","圆锥侧面积和体积计算","2022-全国甲卷-理科::9::occ1"
"立体几何","126","2022","全国甲卷-理科","18","1","solution","","线线垂直和线面角","2022-全国甲卷-理科::18::occ1"
"立体几何","127","2022","全国甲卷-文科","4","1","single_choice","","三视图求体积","2022-全国甲卷-文科::4::occ1"
"立体几何","128","2022","全国甲卷-文科","9","1","single_choice","","线面角计算","2022-全国甲卷-文科::9::occ1"
"立体几何","129","2022","全国甲卷-文科","10","1","single_choice","","圆锥侧面积和体积","2022-全国甲卷-文科::10::occ1"
"立体几何","130","2022","全国甲卷-文科","19","1","solution","","线面平行证明和体积计算","2022-全国甲卷-文科::19::occ1"
"立体几何","131","2022","全国乙卷-理科","7","1","single_choice","","面面位置关系","2022-全国乙卷-理科::7::occ1"
"立体几何","132","2022","全国乙卷-理科","9","1","single_choice","","四棱锥体积最值","2022-全国乙卷-理科::9::occ1"
"立体几何","133","2022","全国乙卷-理科","18","1","solution","","面面垂直证明和线面角计算","2022-全国乙卷-理科::18::occ1"
"立体几何","134","2022","全国乙卷-文科","9","1","single_choice","","面面位置关系判断","2022-全国乙卷-文科::9::occ1"
"立体几何","135","2022","全国乙卷-文科","12","1","single_choice","","四棱锥体积最值","2022-全国乙卷-文科::12::occ1"
"立体几何","136","2022","全国乙卷-文科","18","1","solution","","面面垂直、三棱锥体积，核心是立体几何。","2022-全国乙卷-文科::18::occ1"
"立体几何","137","2022","上海卷","1","3","solution","","三棱锥体积和线面角，核心是立体几何。","2022-上海卷::1::occ3"
"立体几何","138","2022","上海卷","3","2","single_choice","","正方体中点线位置关系，核心是立体几何。","2022-上海卷::3::occ2"
"立体几何","139","2022","上海卷","4","1","fill_blank","","圆柱侧面积计算，核心是立体几何。","2022-上海卷::4::occ1"
"立体几何","140","2022","天津卷","8","1","single_choice","","几何体体积计算，涉及棱柱组合，核心是立体几何体积。","2022-天津卷::8::occ1"
"立体几何","141","2022","天津卷","17","1","solution","","线面平行、线面角、二面角，核心是立体几何。","2022-天津卷::17::occ1"
"立体几何","142","2022","新高考II卷","7","1","single_choice","","正三棱台外接球表面积，核心是立体几何。","2022-新高考II卷::7::occ1"
"立体几何","143","2022","新高考II卷","11","1","multiple_choice","","三棱锥体积比较，核心是立体几何体积。","2022-新高考II卷::11::occ1"
"立体几何","144","2022","新高考II卷","20","1","solution","","线面平行、二面角，核心是立体几何。","2022-新高考II卷::20::occ1"
"立体几何","145","2022","新高考I卷","4","1","single_choice","","棱台体积计算，核心是立体几何。","2022-新高考I卷::4::occ1"
"立体几何","146","2022","新高考I卷","8","1","single_choice","","正四棱锥外接球体积范围，主类为立体几何。","2022-新高考I卷::8::occ1"
"立体几何","147","2022","新高考I卷","9","1","multiple_choice","","正方体中的线线角、线面角，主类为立体几何。","2022-新高考I卷::9::occ1"
"立体几何","148","2022","新高考I卷","19","1","solution","","直三棱柱中的距离和二面角，主类为立体几何。","2022-新高考I卷::19::occ1"
"立体几何","149","2022","浙江卷","5","1","single_choice","","三视图求体积，主类为立体几何。","2022-浙江卷::5::occ1"
"立体几何","150","2022","浙江卷","8","1","single_choice","","正三棱柱中的线线角、线面角、二面角比较，主类为立体几何。","2022-浙江卷::8::occ1"
"立体几何","151","2022","浙江卷","19","1","solution","","直角梯形中的线线垂直和线面角，主类为立体几何。","2022-浙江卷::19::occ1"
"立体几何","152","2023","北京卷","9","1","single_choice","","五面体棱长和，涉及几何体结构，主类为立体几何。","2023-北京卷::9::occ1"
"立体几何","153","2023","北京卷","16","1","solution","","三棱锥中线面垂直和二面角，主类为立体几何。","2023-北京卷::16::occ1"
"立体几何","154","2023","全国甲卷-理科","11","1","single_choice","","四棱锥中三角形面积，主类为立体几何。","2023-全国甲卷-理科::11::occ1"
"立体几何","155","2023","全国甲卷-理科","15","1","fill_blank","","正方体中的球与棱的公共点问题，主类为立体几何。","2023-全国甲卷-理科::15::occ1"
"立体几何","156","2023","全国甲卷-理科","18","1","solution","","三棱柱中的线面垂直和线面角，主类为立体几何。","2023-全国甲卷-理科::18::occ1"
"立体几何","157","2023","全国甲卷-文科","10","1","single_choice","","三棱锥体积计算，核心是立体几何。","2023-全国甲卷-文科::10::occ1"
"立体几何","158","2023","全国甲卷-文科","16","1","fill_blank","","正方体与球相交求半径范围，核心是立体几何。","2023-全国甲卷-文科::16::occ1"
"立体几何","159","2023","全国甲卷-文科","18","1","solution","","面面垂直证明和四棱锥高，核心是立体几何。","2023-全国甲卷-文科::18::occ1"
"立体几何","160","2023","全国乙卷-理科","3","1","single_choice","","三视图求表面积，核心是立体几何。","2023-全国乙卷-理科::3::occ1"
"立体几何","161","2023","全国乙卷-理科","8","1","single_choice","","圆锥体积计算，核心是立体几何。","2023-全国乙卷-理科::8::occ1"
"立体几何","162","2023","全国乙卷-理科","9","1","single_choice","","二面角和线面角，核心是立体几何。","2023-全国乙卷-理科::9::occ1"
"立体几何","163","2023","全国乙卷-理科","19","1","solution","","空间线面平行、面面垂直和二面角，核心是立体几何。","2023-全国乙卷-理科::19::occ1"
"立体几何","164","2023","全国乙卷-文科","3","1","single_choice","","三视图求表面积，核心是立体几何。","2023-全国乙卷-文科::3::occ1"
"立体几何","165","2023","全国乙卷-文科","16","1","fill_blank","","球与几何体综合，求线段长，核心是立体几何。","2023-全国乙卷-文科::16::occ1"
"立体几何","166","2023","全国乙卷-文科","19","1","solution","","线面平行和三棱锥体积，核心是立体几何。","2023-全国乙卷-文科::19::occ1"
"立体几何","167","2023","上海卷","12","1","fill_blank","计数原理","核心是正四棱锥的构成方案计数，涉及立体几何和计数，主类为立体几何。","2023-上海卷::12::occ1"
"立体几何","168","2023","上海卷","17","1","solution","","核心是直四棱柱中的线面平行、二面角，属于立体几何。","2023-上海卷::17::occ1"
"立体几何","169","2023","天津卷","8","1","single_choice","","核心是三棱锥体积比，属于立体几何。","2023-天津卷::8::occ1"
"立体几何","170","2023","天津卷","17","1","solution","","核心是三棱台中的线面平行、二面角、距离，属于立体几何。","2023-天津卷::17::occ1"
"立体几何","171","2023","新高考II卷","9","1","multiple_choice","","核心是圆锥的几何性质、体积、侧面积、二面角，属于立体几何。","2023-新高考II卷::9::occ1"
"立体几何","172","2023","新高考II卷","14","1","fill_blank","","核心是棱台体积计算，属于立体几何。","2023-新高考II卷::14::occ1"
"立体几何","173","2023","新高考II卷","20","1","solution","","核心是三棱锥中的线线垂直、二面角，属于立体几何。","2023-新高考II卷::20::occ1"
"立体几何","174","2023","新高考I卷","12","1","multiple_choice","","核心是几何体放入正方体的可行性判断，属于立体几何。","2023-新高考I卷::12::occ1"
"立体几何","175","2023","新高考I卷","14","1","fill_blank","","核心是正四棱台体积计算，属于立体几何。","2023-新高考I卷::14::occ1"
"立体几何","176","2023","新高考I卷","18","1","solution","","核心是正四棱柱中的线线平行、二面角计算，属于立体几何。","2023-新高考I卷::18::occ1"
"立体几何","177","2024","北京卷","8","1","single_choice","","题目涉及四棱锥的高计算，核心是立体几何。","2024-北京卷::8::occ1"
"立体几何","178","2024","北京卷","17","1","solution","","题目涉及线面平行证明和面面角计算，核心是立体几何。","2024-北京卷::17::occ1"
"立体几何","179","2024","全国甲卷-理科","10","1","single_choice","","题目涉及空间线面位置关系的判断，核心是立体几何。","2024-全国甲卷-理科::10::occ1"
"立体几何","180","2024","全国甲卷-理科","14","1","fill_blank","","题目涉及圆台体积比，核心是立体几何体积计算。","2024-全国甲卷-理科::14::occ1"
"立体几何","181","2024","全国甲卷-理科","19","1","solution","","题目涉及线面平行证明和二面角计算，核心是立体几何。","2024-全国甲卷-理科::19::occ1"
"立体几何","182","2024","全国甲卷-文科","10","1","single_choice","","题目涉及空间线面位置关系的判断，核心是立体几何。","2024-全国甲卷-文科::10::occ1"
"立体几何","183","2024","全国甲卷-文科","16","1","solution","","题目涉及线面平行证明和点到平面距离，核心是立体几何。","2024-全国甲卷-文科::16::occ1"
"立体几何","184","2024","上海卷","17","1","solution","","题目涉及正四棱锥，核心是立体几何。","2024-上海卷::17::occ1"
"立体几何","185","2024","天津卷","6","1","single_choice","","核心是空间线面位置关系的判断","2024-天津卷::6::occ1"
"立体几何","186","2024","天津卷","9","1","single_choice","","核心是五面体的体积计算","2024-天津卷::9::occ1"
"立体几何","187","2024","天津卷","17","1","solution","","核心是空间线面平行、二面角、距离，使用空间向量","2024-天津卷::17::occ1"
"立体几何","188","2024","新高考II卷","7","1","single_choice","","核心是正三棱台的体积和线面角","2024-新高考II卷::7::occ1"
"立体几何","189","2024","新高考II卷","17","1","solution","","核心是空间线面垂直、二面角，使用空间向量","2024-新高考II卷::17::occ1"
"立体几何","190","2024","新高考I卷","5","1","single_choice","","核心是圆柱和圆锥的体积计算","2024-新高考I卷::5::occ1"
"立体几何","191","2024","新高考I卷","17","1","solution","","核心是空间线面平行、二面角及线段长度计算，使用空间向量","2024-新高考I卷::17::occ1"
"立体几何","192","2025","全国II卷","14","1","fill_blank","","核心是圆柱内切球问题，求半径最大值","2025-全国II卷::14::occ1"
"立体几何","193","2025","全国II卷","17","1","solution","","核心是空间线面平行、二面角，使用空间向量","2025-全国II卷::17::occ1"
"立体几何","194","2025","全国I卷","9","1","multiple_choice","","正三棱柱中线面位置关系判断，属于立体几何。","2025-全国I卷::9::occ1"
"立体几何","195","2025","全国I卷","17","1","solution","","四棱锥中线面垂直、球、异面直线所成角，属于立体几何。","2025-全国I卷::17::occ1"
"立体几何","196","2025","上海卷","7","1","fill_blank","","求正四棱柱的体积，属于立体几何中的柱体体积计算。","2025-上海卷::7::occ1"
"立体几何","197","2025","上海卷","18","1","solution","","圆锥侧面积和线面平行证明，属于立体几何。","2025-上海卷::18::occ1"
"立体几何","198","2025","天津卷","4","1","single_choice","","线面、面面位置关系判断，属于立体几何。","2025-天津卷::4::occ1"
"立体几何","199","2025","天津卷","17","1","solution","","正方体中线面垂直、二面角、体积，属于立体几何。","2025-天津卷::17::occ1"
